fecha;tipo_transporte;num_usuarios;tiempo_viaje_promedio_min;origen;destino
24/02/2021;Taxi;667;35;Nimble Peak ; HPE Innovation Hub
25/02/2021;Bicicleta;3529;21;Aruba Central ; HPE Innovation Hub
26/02/2021;Autobús;1984;16;Alletra City ; HPE Innovation Hub
27/02/2021;Metro;1405;29;Aruba Central ; Simplivity Springs
28/02/2021;Autobús;518;50;Nimble Peak ; Simplivity Springs
01/03/2021;Bicicleta;4974;35;Composable Cloud ; Apollo Heights
02/03/2021;Taxi;1082;53;HPE Innovation Hub ; Ezmeral Valley
03/03/2021;Taxi;1182;10;HPE Innovation Hub ; Nimble Peak
04/03/2021;Taxi;2706;15;HPE Innovation Hub ; Ezmeral Valley
05/03/2021;Metro;1204;49;Composable Cloud ; Apollo Heights
06/03/2021;Autobús;1215;40;Simplivity Springs ; HPE Innovation Hub
07/03/2021;Coche Compartido;1057;47;GreenLake Shores ; Ezmeral Valley
08/03/2021;Tranvía;4454;43;Alletra City ; HPE Innovation Hub
09/03/2021;Tranvía;3747;44;Simplivity Springs ; ProLiant Village
10/03/2021;Autobús;4524;35;GreenLake Shores ; Simplivity Springs
11/03/2021;Tranvía;3188;11;Aruba Central ; Nimble Peak
12/03/2021;Tranvía;4390;19;HPE Innovation Hub ; Nimble Peak
13/03/2021;Bicicleta;2647;42;Apollo Heights ; Composable Cloud
14/03/2021;Taxi;2529;58;GreenLake Shores ; Nimble Peak
15/03/2021;Bicicleta;4937;47;Composable Cloud ; Simplivity Springs
16/03/2021;Metro;992;41;Ezmeral Valley ; Aruba Central
17/03/2021;Coche Compartido;1820;59;HPE Innovation Hub ; Apollo Heights
18/03/2021;Taxi;852;48;ProLiant Village ; GreenLake Shores
19/03/2021;Bicicleta;2665;50;ProLiant Village ; Aruba Central
20/03/2021;Bicicleta;363;58;Alletra City ; Aruba Central
21/03/2021;Autobús;1099;35;Apollo Heights ; Aruba Central
22/03/2021;Bicicleta;4593;59;GreenLake Shores ; HPE Innovation Hub
23/03/2021;Tranvía;4208;59;GreenLake Shores ; ProLiant Village
24/03/2021;Bicicleta;3018;45;Simplivity Springs ; Ezmeral Valley
25/03/2021;Coche Compartido;1004;33;Composable Cloud ; Nimble Peak
26/03/2021;Tranvía;2674;17;Composable Cloud ; Simplivity Springs
27/03/2021;Coche Compartido;3329;21;Ezmeral Valley ; Apollo Heights
28/03/2021;Tranvía;1171;40;ProLiant Village ; Simplivity Springs
29/03/2021;Autobús;3558;19;Ezmeral Valley ; HPE Innovation Hub
30/03/2021;Bicicleta;1817;57;ProLiant Village ; Composable Cloud
31/03/2021;Bicicleta;1375;18;Simplivity Springs ; Nimble Peak
01/04/2021;Tranvía;3073;19;Aruba Central ; GreenLake Shores
02/04/2021;Autobús;866;21;Apollo Heights ; Alletra City
03/04/2021;Bicicleta;1294;58;HPE Innovation Hub ; ProLiant Village
04/04/2021;Bicicleta;2551;34;HPE Innovation Hub ; Alletra City
05/04/2021;Metro;1723;31;Alletra City ; Composable Cloud
06/04/2021;Coche Compartido;1161;33;Apollo Heights ; Aruba Central
07/04/2021;Taxi;4819;22;Composable Cloud ; Nimble Peak
08/04/2021;Bicicleta;3044;29;Aruba Central ; HPE Innovation Hub
09/04/2021;Bicicleta;3557;58;Alletra City ; Nimble Peak
10/04/2021;Taxi;670;26;Composable Cloud ; Ezmeral Valley
11/04/2021;Autobús;643;39;Composable Cloud ; Nimble Peak
12/04/2021;Taxi;1569;58;Simplivity Springs ; HPE Innovation Hub
13/04/2021;Coche Compartido;936;35;Composable Cloud ; ProLiant Village
14/04/2021;Taxi;2664;19;Ezmeral Valley ; Simplivity Springs
15/04/2021;Coche Compartido;1699;40;Nimble Peak ; HPE Innovation Hub
16/04/2021;Autobús;2467;43;Aruba Central ; Nimble Peak
17/04/2021;Autobús;1164;44;Nimble Peak ; Aruba Central
18/04/2021;Autobús;697;40;Ezmeral Valley ; Aruba Central
19/04/2021;Bicicleta;985;17;Apollo Heights ; Nimble Peak
20/04/2021;Metro;3493;27;HPE Innovation Hub ; Simplivity Springs
21/04/2021;Bicicleta;1840;10;Apollo Heights ; Simplivity Springs
22/04/2021;Bicicleta;2384;15;HPE Innovation Hub ; Alletra City
23/04/2021;Taxi;1147;13;Aruba Central ; Ezmeral Valley
24/04/2021;Tranvía;2620;41;ProLiant Village ; Nimble Peak
25/04/2021;Metro;912;22;ProLiant Village ; Composable Cloud
26/04/2021;Taxi;2893;40;ProLiant Village ; Alletra City
27/04/2021;Taxi;1215;22;GreenLake Shores ; Aruba Central
28/04/2021;Metro;2147;45;Ezmeral Valley ; Aruba Central
29/04/2021;Coche Compartido;1779;43;Apollo Heights ; Alletra City
30/04/2021;Autobús;1992;12;Alletra City ; HPE Innovation Hub
01/05/2021;Metro;450;24;Nimble Peak ; Ezmeral Valley
02/05/2021;Coche Compartido;1504;18;ProLiant Village ; HPE Innovation Hub
03/05/2021;Taxi;5147;53;HPE Innovation Hub ; ProLiant Village
04/05/2021;Coche Compartido;2741;51;ProLiant Village ; Alletra City
05/05/2021;Autobús;2617;23;Ezmeral Valley ; HPE Innovation Hub
06/05/2021;Taxi;1510;27;HPE Innovation Hub ; Simplivity Springs
07/05/2021;Metro;747;33;Aruba Central ; Simplivity Springs
08/05/2021;Tranvía;2836;16;Ezmeral Valley ; ProLiant Village
09/05/2021;Metro;1195;14;Aruba Central ; Apollo Heights
10/05/2021;Metro;2579;51;ProLiant Village ; Composable Cloud
11/05/2021;Tranvía;2083;33;Composable Cloud ; ProLiant Village
12/05/2021;Bicicleta;4082;50;Ezmeral Valley ; Simplivity Springs
13/05/2021;Autobús;5524;20;Nimble Peak ; Ezmeral Valley
14/05/2021;Bicicleta;4537;55;Nimble Peak ; Ezmeral Valley
15/05/2021;Taxi;1018;49;Alletra City ; ProLiant Village
16/05/2021;Tranvía;643;30;Apollo Heights ; Aruba Central
17/05/2021;Coche Compartido;3340;56;GreenLake Shores ; Ezmeral Valley
18/05/2021;Tranvía;709;54;Composable Cloud ; Alletra City
19/05/2021;Tranvía;1459;47;Composable Cloud ; Ezmeral Valley
20/05/2021;Tranvía;4892;30;Simplivity Springs ; Apollo Heights
21/05/2021;Metro;2351;30;Ezmeral Valley ; Aruba Central
22/05/2021;Taxi;1084;12;Composable Cloud ; HPE Innovation Hub
23/05/2021;Tranvía;519;29;GreenLake Shores ; Nimble Peak
24/05/2021;Autobús;1253;56;Simplivity Springs ; ProLiant Village
25/05/2021;Coche Compartido;1136;45;ProLiant Village ; HPE Innovation Hub
26/05/2021;Bicicleta;5154;13;ProLiant Village ; GreenLake Shores
27/05/2021;Bicicleta;1142;25;Ezmeral Valley ; GreenLake Shores
28/05/2021;Tranvía;3329;55;HPE Innovation Hub ; Simplivity Springs
29/05/2021;Tranvía;939;51;Aruba Central ; Ezmeral Valley
30/05/2021;Taxi;2918;34;GreenLake Shores ; Apollo Heights
31/05/2021;Metro;962;16;Ezmeral Valley ; Alletra City
01/06/2021;Bicicleta;3942;49;Composable Cloud ; Nimble Peak
02/06/2021;Autobús;2130;57;Alletra City ; Simplivity Springs
03/06/2021;Coche Compartido;3098;51;Simplivity Springs ; Apollo Heights
04/06/2021;Coche Compartido;2407;29;ProLiant Village ; Apollo Heights
05/06/2021;Metro;888;33;Simplivity Springs ; Ezmeral Valley
06/06/2021;Tranvía;1967;53;Nimble Peak ; Composable Cloud
07/06/2021;Metro;1587;38;ProLiant Village ; Simplivity Springs
08/06/2021;Autobús;3621;49;Ezmeral Valley ; GreenLake Shores
09/06/2021;Metro;3225;52;GreenLake Shores ; Nimble Peak
10/06/2021;Taxi;2611;19;Aruba Central ; GreenLake Shores
11/06/2021;Tranvía;4392;19;HPE Innovation Hub ; Alletra City
12/06/2021;Tranvía;1120;60;GreenLake Shores ; Alletra City
13/06/2021;Autobús;1997;48;Alletra City ; HPE Innovation Hub
14/06/2021;Coche Compartido;1548;57;Alletra City ; ProLiant Village
15/06/2021;Coche Compartido;3991;57;Apollo Heights ; Aruba Central
16/06/2021;Metro;1626;50;Nimble Peak ; Alletra City
17/06/2021;Bicicleta;913;53;Ezmeral Valley ; Apollo Heights
18/06/2021;Bicicleta;2942;29;Composable Cloud ; Ezmeral Valley
19/06/2021;Coche Compartido;859;42;Aruba Central ; ProLiant Village
20/06/2021;Metro;318;43;HPE Innovation Hub ; Composable Cloud
21/06/2021;Metro;3235;30;Nimble Peak ; Aruba Central
22/06/2021;Taxi;2141;56;Composable Cloud ; GreenLake Shores
23/06/2021;Metro;3822;15;ProLiant Village ; Alletra City
24/06/2021;Taxi;1539;22;Aruba Central ; Nimble Peak
25/06/2021;Autobús;2640;31;Alletra City ; HPE Innovation Hub
26/06/2021;Tranvía;1773;34;Composable Cloud ; Ezmeral Valley
27/06/2021;Tranvía;1228;29;ProLiant Village ; Ezmeral Valley
28/06/2021;Autobús;2602;54;Nimble Peak ; HPE Innovation Hub
29/06/2021;Metro;2456;32;ProLiant Village ; Simplivity Springs
30/06/2021;Autobús;2533;52;GreenLake Shores ; Ezmeral Valley
01/07/2021;Metro;1168;10;HPE Innovation Hub ; Alletra City
02/07/2021;Metro;1224;55;ProLiant Village ; Aruba Central
03/07/2021;Taxi;1692;37;Simplivity Springs ; Nimble Peak
04/07/2021;Autobús;2735;18;Composable Cloud ; ProLiant Village
05/07/2021;Metro;3582;24;Composable Cloud ; Ezmeral Valley
06/07/2021;Tranvía;3598;51;Ezmeral Valley ; Aruba Central
07/07/2021;Metro;1130;38;GreenLake Shores ; Composable Cloud
08/07/2021;Metro;3134;30;GreenLake Shores ; HPE Innovation Hub
09/07/2021;Autobús;2585;12;HPE Innovation Hub ; Alletra City
10/07/2021;Coche Compartido;1199;40;Apollo Heights ; Nimble Peak
11/07/2021;Taxi;379;35;ProLiant Village ; Ezmeral Valley
12/07/2021;Taxi;3866;25;Simplivity Springs ; ProLiant Village
13/07/2021;Metro;3585;58;GreenLake Shores ; Aruba Central
14/07/2021;Coche Compartido;708;30;Alletra City ; Ezmeral Valley
15/07/2021;Metro;4381;38;Nimble Peak ; Ezmeral Valley
16/07/2021;Autobús;4262;55;Nimble Peak ; HPE Innovation Hub
17/07/2021;Taxi;913;22;Alletra City ; Apollo Heights
18/07/2021;Metro;577;23;Simplivity Springs ; Aruba Central
19/07/2021;Metro;3157;16;Nimble Peak ; ProLiant Village
20/07/2021;Autobús;731;46;GreenLake Shores ; Nimble Peak
21/07/2021;Autobús;1802;24;Apollo Heights ; Aruba Central
22/07/2021;Bicicleta;5468;13;Simplivity Springs ; Alletra City
23/07/2021;Coche Compartido;1506;11;Simplivity Springs ; Aruba Central
24/07/2021;Tranvía;484;49;GreenLake Shores ; Composable Cloud
25/07/2021;Coche Compartido;470;38;Aruba Central ; Ezmeral Valley
26/07/2021;Tranvía;1608;39;Nimble Peak ; Simplivity Springs
27/07/2021;Bicicleta;2988;59;Nimble Peak ; Composable Cloud
28/07/2021;Taxi;3336;45;ProLiant Village ; Alletra City
29/07/2021;Bicicleta;4524;17;Simplivity Springs ; Nimble Peak
30/07/2021;Taxi;1313;28;Alletra City ; Simplivity Springs
31/07/2021;Bicicleta;808;28;HPE Innovation Hub ; Apollo Heights
01/08/2021;Metro;1955;30;Nimble Peak ; Simplivity Springs
02/08/2021;Autobús;1760;48;Ezmeral Valley ; Alletra City
03/08/2021;Metro;4727;33;Composable Cloud ; Alletra City
04/08/2021;Bicicleta;3659;16;ProLiant Village ; Nimble Peak
05/08/2021;Bicicleta;4964;12;Ezmeral Valley ; Nimble Peak
06/08/2021;Tranvía;1481;39;Aruba Central ; ProLiant Village
07/08/2021;Bicicleta;2254;23;Aruba Central ; Apollo Heights
08/08/2021;Tranvía;885;39;Apollo Heights ; Ezmeral Valley
09/08/2021;Autobús;2583;15;Nimble Peak ; Ezmeral Valley
10/08/2021;Tranvía;2283;28;Nimble Peak ; Simplivity Springs
11/08/2021;Bicicleta;1916;11;HPE Innovation Hub ; Ezmeral Valley
12/08/2021;Taxi;1152;26;Alletra City ; HPE Innovation Hub
13/08/2021;Tranvía;1454;13;Alletra City ; Aruba Central
14/08/2021;Tranvía;930;22;Nimble Peak ; Simplivity Springs
15/08/2021;Taxi;445;38;GreenLake Shores ; Aruba Central
16/08/2021;Autobús;3188;15;HPE Innovation Hub ; GreenLake Shores
17/08/2021;Tranvía;2724;10;ProLiant Village ; Ezmeral Valley
18/08/2021;Autobús;3800;36;Composable Cloud ; Ezmeral Valley
19/08/2021;Autobús;1051;37;Apollo Heights ; Simplivity Springs
20/08/2021;Tranvía;3137;47;Composable Cloud ; Nimble Peak
21/08/2021;Taxi;325;39;Alletra City ; Composable Cloud
22/08/2021;Taxi;853;60;Nimble Peak ; Simplivity Springs
23/08/2021;Metro;2953;12;Apollo Heights ; Aruba Central
24/08/2021;Coche Compartido;5630;53;Simplivity Springs ; Alletra City
25/08/2021;Metro;2626;27;Alletra City ; Apollo Heights
26/08/2021;Metro;4906;22;HPE Innovation Hub ; Apollo Heights
27/08/2021;Metro;3685;29;Aruba Central ; Nimble Peak
28/08/2021;Tranvía;1335;20;Aruba Central ; Simplivity Springs
29/08/2021;Metro;1039;26;Ezmeral Valley ; Apollo Heights
30/08/2021;Taxi;1822;20;Aruba Central ; ProLiant Village
31/08/2021;Tranvía;2869;40;Apollo Heights ; Ezmeral Valley
01/09/2021;Tranvía;2149;34;ProLiant Village ; GreenLake Shores
02/09/2021;Tranvía;3408;17;Apollo Heights ; HPE Innovation Hub
03/09/2021;Coche Compartido;1732;23;GreenLake Shores ; Ezmeral Valley
04/09/2021;Coche Compartido;952;27;Composable Cloud ; ProLiant Village
05/09/2021;Bicicleta;2363;44;ProLiant Village ; GreenLake Shores
06/09/2021;Metro;3186;47;Ezmeral Valley ; GreenLake Shores
07/09/2021;Taxi;1799;41;HPE Innovation Hub ; Apollo Heights
08/09/2021;Coche Compartido;2109;40;GreenLake Shores ; Nimble Peak
09/09/2021;Metro;1936;22;Alletra City ; Ezmeral Valley
10/09/2021;Coche Compartido;1481;15;ProLiant Village ; HPE Innovation Hub
11/09/2021;Autobús;1067;45;Ezmeral Valley ; HPE Innovation Hub
12/09/2021;Taxi;2349;48;Alletra City ; GreenLake Shores
13/09/2021;Coche Compartido;4765;41;Alletra City ; Nimble Peak
14/09/2021;Coche Compartido;1086;60;Nimble Peak ; Aruba Central
15/09/2021;Metro;3088;34;Nimble Peak ; Apollo Heights
16/09/2021;Tranvía;2421;11;GreenLake Shores ; Ezmeral Valley
17/09/2021;Metro;1145;28;Nimble Peak ; Ezmeral Valley
18/09/2021;Metro;1203;39;Apollo Heights ; Nimble Peak
19/09/2021;Coche Compartido;1918;57;Aruba Central ; HPE Innovation Hub
20/09/2021;Tranvía;2867;27;GreenLake Shores ; Simplivity Springs
21/09/2021;Tranvía;2620;36;ProLiant Village ; Simplivity Springs
22/09/2021;Bicicleta;1989;51;ProLiant Village ; Aruba Central
23/09/2021;Taxi;1892;31;Alletra City ; Apollo Heights
24/09/2021;Taxi;1297;48;Ezmeral Valley ; GreenLake Shores
25/09/2021;Tranvía;1906;39;Alletra City ; Simplivity Springs
26/09/2021;Coche Compartido;890;18;Alletra City ; Simplivity Springs
27/09/2021;Coche Compartido;919;56;GreenLake Shores ; Composable Cloud
28/09/2021;Tranvía;1778;50;Apollo Heights ; Nimble Peak
29/09/2021;Autobús;958;28;Nimble Peak ; Simplivity Springs
30/09/2021;Coche Compartido;1736;48;GreenLake Shores ; Composable Cloud
01/10/2021;Coche Compartido;1920;10;ProLiant Village ; GreenLake Shores
02/10/2021;Taxi;1809;10;Simplivity Springs ; HPE Innovation Hub
03/10/2021;Tranvía;1031;52;Simplivity Springs ; ProLiant Village
04/10/2021;Metro;3596;38;Ezmeral Valley ; Nimble Peak
05/10/2021;Bicicleta;3667;33;Simplivity Springs ; GreenLake Shores
06/10/2021;Coche Compartido;3284;16;HPE Innovation Hub ; Simplivity Springs
07/10/2021;Taxi;1767;23;GreenLake Shores ; Apollo Heights
08/10/2021;Autobús;2562;58;Aruba Central ; Ezmeral Valley
09/10/2021;Metro;787;20;GreenLake Shores ; Composable Cloud
10/10/2021;Bicicleta;849;26;Composable Cloud ; ProLiant Village
11/10/2021;Tranvía;2650;35;Apollo Heights ; Ezmeral Valley
12/10/2021;Bicicleta;2051;11;HPE Innovation Hub ; Composable Cloud
13/10/2021;Bicicleta;4470;46;Composable Cloud ; ProLiant Village
14/10/2021;Bicicleta;2337;58;Nimble Peak ; Ezmeral Valley
15/10/2021;Autobús;1440;24;Ezmeral Valley ; ProLiant Village
16/10/2021;Metro;2698;11;HPE Innovation Hub ; Ezmeral Valley
17/10/2021;Bicicleta;745;17;ProLiant Village ; Aruba Central
18/10/2021;Metro;1740;25;Ezmeral Valley ; Simplivity Springs
19/10/2021;Bicicleta;662;50;Apollo Heights ; Nimble Peak
20/10/2021;Autobús;4545;14;ProLiant Village ; HPE Innovation Hub
21/10/2021;Metro;2750;34;Alletra City ; Aruba Central
22/10/2021;Tranvía;1799;47;Nimble Peak ; GreenLake Shores
23/10/2021;Metro;537;16;Composable Cloud ; Aruba Central
24/10/2021;Bicicleta;1901;36;Alletra City ; ProLiant Village
25/10/2021;Metro;1227;31;Ezmeral Valley ; GreenLake Shores
26/10/2021;Autobús;3495;35;Apollo Heights ; Aruba Central
27/10/2021;Bicicleta;4398;59;Apollo Heights ; Nimble Peak
28/10/2021;Taxi;4460;24;HPE Innovation Hub ; GreenLake Shores
29/10/2021;Taxi;1128;39;GreenLake Shores ; Nimble Peak
30/10/2021;Autobús;944;49;Simplivity Springs ; Nimble Peak
31/10/2021;Autobús;2687;45;Aruba Central ; Composable Cloud
01/11/2021;Metro;4766;25;Ezmeral Valley ; ProLiant Village
02/11/2021;Taxi;2590;55;Aruba Central ; Apollo Heights
03/11/2021;Metro;916;14;Ezmeral Valley ; HPE Innovation Hub
04/11/2021;Bicicleta;3195;48;GreenLake Shores ; HPE Innovation Hub
05/11/2021;Tranvía;2129;29;Alletra City ; HPE Innovation Hub
06/11/2021;Bicicleta;2208;42;GreenLake Shores ; ProLiant Village
07/11/2021;Bicicleta;374;26;Aruba Central ; Alletra City
08/11/2021;Autobús;724;17;HPE Innovation Hub ; Nimble Peak
09/11/2021;Bicicleta;3907;44;Ezmeral Valley ; Aruba Central
10/11/2021;Coche Compartido;2444;26;HPE Innovation Hub ; Ezmeral Valley
11/11/2021;Bicicleta;4988;12;Simplivity Springs ; Aruba Central
12/11/2021;Bicicleta;841;34;Alletra City ; Apollo Heights
13/11/2021;Bicicleta;556;40;ProLiant Village ; Apollo Heights
14/11/2021;Taxi;2537;57;Ezmeral Valley ; GreenLake Shores
15/11/2021;Metro;1753;46;Aruba Central ; Apollo Heights
16/11/2021;Bicicleta;1187;26;Ezmeral Valley ; Aruba Central
17/11/2021;Bicicleta;3036;26;HPE Innovation Hub ; Simplivity Springs
18/11/2021;Coche Compartido;2809;29;Apollo Heights ; Aruba Central
19/11/2021;Metro;2570;21;Composable Cloud ; Nimble Peak
20/11/2021;Taxi;1699;57;Simplivity Springs ; Ezmeral Valley
21/11/2021;Tranvía;2034;39;Simplivity Springs ; Apollo Heights
22/11/2021;Coche Compartido;2267;15;Apollo Heights ; Nimble Peak
23/11/2021;Coche Compartido;4672;41;Apollo Heights ; Nimble Peak
24/11/2021;Autobús;956;27;Alletra City ; Simplivity Springs
25/11/2021;Metro;3239;20;ProLiant Village ; HPE Innovation Hub
26/11/2021;Taxi;1680;58;Apollo Heights ; Alletra City
27/11/2021;Coche Compartido;1247;51;HPE Innovation Hub ; Alletra City
28/11/2021;Autobús;1681;38;Apollo Heights ; Simplivity Springs
29/11/2021;Metro;1989;28;Ezmeral Valley ; Composable Cloud
30/11/2021;Bicicleta;2206;52;GreenLake Shores ; ProLiant Village
01/12/2021;Coche Compartido;3184;24;ProLiant Village ; Ezmeral Valley
02/12/2021;Bicicleta;2654;34;Apollo Heights ; Nimble Peak
03/12/2021;Bicicleta;2184;31;Simplivity Springs ; Apollo Heights
04/12/2021;Tranvía;3013;48;Simplivity Springs ; Composable Cloud
05/12/2021;Taxi;336;38;Simplivity Springs ; Alletra City
06/12/2021;Bicicleta;2716;21;Composable Cloud ; Nimble Peak
07/12/2021;Coche Compartido;1372;41;Aruba Central ; Simplivity Springs
08/12/2021;Metro;1377;52;GreenLake Shores ; Nimble Peak
09/12/2021;Coche Compartido;1804;14;Apollo Heights ; Alletra City
10/12/2021;Metro;3450;39;Aruba Central ; Apollo Heights
11/12/2021;Bicicleta;1613;58;Nimble Peak ; GreenLake Shores
12/12/2021;Coche Compartido;3247;41;Apollo Heights ; HPE Innovation Hub
13/12/2021;Metro;3922;43;GreenLake Shores ; Ezmeral Valley
14/12/2021;Coche Compartido;3604;57;Simplivity Springs ; ProLiant Village
15/12/2021;Bicicleta;1879;18;Ezmeral Valley ; ProLiant Village
16/12/2021;Autobús;2799;53;Apollo Heights ; HPE Innovation Hub
17/12/2021;Coche Compartido;1094;60;Composable Cloud ; HPE Innovation Hub
18/12/2021;Metro;553;10;HPE Innovation Hub ; ProLiant Village
19/12/2021;Tranvía;735;22;Nimble Peak ; GreenLake Shores
20/12/2021;Metro;1616;42;Alletra City ; GreenLake Shores
21/12/2021;Taxi;1069;34;Aruba Central ; HPE Innovation Hub
22/12/2021;Taxi;1131;32;Nimble Peak ; Ezmeral Valley
23/12/2021;Bicicleta;4020;20;Apollo Heights ; Alletra City
24/12/2021;Taxi;1302;48;GreenLake Shores ; Simplivity Springs
25/12/2021;Taxi;2179;52;Ezmeral Valley ; Composable Cloud
26/12/2021;Autobús;1670;57;Alletra City ; Nimble Peak
27/12/2021;Metro;2130;56;HPE Innovation Hub ; Simplivity Springs
28/12/2021;Bicicleta;1744;22;Apollo Heights ; Simplivity Springs
29/12/2021;Bicicleta;3513;51;Nimble Peak ; ProLiant Village
30/12/2021;Taxi;2696;27;ProLiant Village ; GreenLake Shores
31/12/2021;Autobús;1476;31;Ezmeral Valley ; Nimble Peak
01/01/2022;Taxi;477;16;Apollo Heights ; Alletra City
02/01/2022;Tranvía;740;17;Composable Cloud ; Alletra City
03/01/2022;Autobús;1676;11;Simplivity Springs ; ProLiant Village
04/01/2022;Coche Compartido;1780;53;ProLiant Village ; HPE Innovation Hub
05/01/2022;Taxi;1361;52;Composable Cloud ; Aruba Central
06/01/2022;Coche Compartido;2059;34;GreenLake Shores ; Apollo Heights
07/01/2022;Taxi;3904;24;Nimble Peak ; ProLiant Village
08/01/2022;Tranvía;575;58;Nimble Peak ; Alletra City
09/01/2022;Bicicleta;2262;30;Apollo Heights ; ProLiant Village
10/01/2022;Taxi;2699;55;Ezmeral Valley ; GreenLake Shores
11/01/2022;Coche Compartido;1861;15;Alletra City ; Composable Cloud
12/01/2022;Autobús;5642;44;GreenLake Shores ; HPE Innovation Hub
13/01/2022;Coche Compartido;1568;28;Aruba Central ; ProLiant Village
14/01/2022;Metro;2548;32;Apollo Heights ; ProLiant Village
15/01/2022;Coche Compartido;3306;32;GreenLake Shores ; Simplivity Springs
16/01/2022;Tranvía;3238;38;HPE Innovation Hub ; Apollo Heights
17/01/2022;Metro;3083;23;Composable Cloud ; Alletra City
18/01/2022;Bicicleta;3227;20;Ezmeral Valley ; GreenLake Shores
19/01/2022;Taxi;1672;45;ProLiant Village ; HPE Innovation Hub
20/01/2022;Bicicleta;1004;32;Nimble Peak ; GreenLake Shores
21/01/2022;Taxi;3163;48;Simplivity Springs ; HPE Innovation Hub
22/01/2022;Tranvía;1641;56;Composable Cloud ; Ezmeral Valley
23/01/2022;Bicicleta;2024;29;Alletra City ; Composable Cloud
24/01/2022;Bicicleta;2682;19;Alletra City ; Apollo Heights
25/01/2022;Metro;1335;18;Ezmeral Valley ; Aruba Central
26/01/2022;Autobús;4009;20;Apollo Heights ; Simplivity Springs
27/01/2022;Taxi;2590;14;Nimble Peak ; Apollo Heights
28/01/2022;Autobús;2468;27;Composable Cloud ; ProLiant Village
29/01/2022;Autobús;1014;47;Nimble Peak ; Aruba Central
30/01/2022;Coche Compartido;2321;43;Nimble Peak ; Aruba Central
31/01/2022;Coche Compartido;4343;30;Simplivity Springs ; Alletra City
01/02/2022;Bicicleta;2176;16;Composable Cloud ; GreenLake Shores
02/02/2022;Metro;1359;33;Aruba Central ; Simplivity Springs
03/02/2022;Tranvía;1463;48;Alletra City ; Aruba Central
04/02/2022;Autobús;3663;13;ProLiant Village ; Simplivity Springs
05/02/2022;Autobús;815;46;Nimble Peak ; Apollo Heights
06/02/2022;Metro;1041;36;Simplivity Springs ; HPE Innovation Hub
07/02/2022;Metro;1159;26;Apollo Heights ; Composable Cloud
08/02/2022;Tranvía;2682;15;Simplivity Springs ; ProLiant Village
09/02/2022;Coche Compartido;1305;11;Apollo Heights ; Composable Cloud
10/02/2022;Autobús;1354;55;Simplivity Springs ; HPE Innovation Hub
11/02/2022;Coche Compartido;2733;15;HPE Innovation Hub ; Composable Cloud
12/02/2022;Bicicleta;1264;59;Aruba Central ; HPE Innovation Hub
13/02/2022;Autobús;2253;37;ProLiant Village ; Ezmeral Valley
14/02/2022;Bicicleta;3371;12;HPE Innovation Hub ; Simplivity Springs
15/02/2022;Tranvía;1569;36;Simplivity Springs ; GreenLake Shores
16/02/2022;Metro;5599;34;Nimble Peak ; Simplivity Springs
17/02/2022;Metro;1390;16;Composable Cloud ; GreenLake Shores
18/02/2022;Autobús;1763;12;Aruba Central ; HPE Innovation Hub
19/02/2022;Coche Compartido;1637;23;ProLiant Village ; Composable Cloud
20/02/2022;Metro;2251;13;Simplivity Springs ; Ezmeral Valley
21/02/2022;Metro;1097;18;ProLiant Village ; Aruba Central
22/02/2022;Bicicleta;1236;20;Aruba Central ; Alletra City
23/02/2022;Metro;4281;28;Ezmeral Valley ; Simplivity Springs
24/02/2022;Autobús;3050;10;Nimble Peak ; Ezmeral Valley
25/02/2022;Bicicleta;2520;32;Alletra City ; Apollo Heights
26/02/2022;Metro;1942;18;Composable Cloud ; Alletra City
27/02/2022;Taxi;1981;53;Ezmeral Valley ; Apollo Heights
28/02/2022;Tranvía;2594;15;HPE Innovation Hub ; Simplivity Springs
01/03/2022;Autobús;3543;26;Ezmeral Valley ; Simplivity Springs
02/03/2022;Bicicleta;2594;47;Simplivity Springs ; HPE Innovation Hub
03/03/2022;Autobús;2832;11;ProLiant Village ; Composable Cloud
04/03/2022;Tranvía;2677;32;Nimble Peak ; Apollo Heights
05/03/2022;Tranvía;1657;54;Simplivity Springs ; HPE Innovation Hub
06/03/2022;Autobús;555;48;GreenLake Shores ; ProLiant Village
07/03/2022;Coche Compartido;3202;53;GreenLake Shores ; Nimble Peak
08/03/2022;Metro;2319;31;Ezmeral Valley ; Alletra City
09/03/2022;Tranvía;5005;21;ProLiant Village ; Nimble Peak
10/03/2022;Autobús;2510;12;Nimble Peak ; Alletra City
11/03/2022;Tranvía;722;10;Aruba Central ; HPE Innovation Hub
12/03/2022;Metro;546;28;HPE Innovation Hub ; GreenLake Shores
13/03/2022;Coche Compartido;776;47;Aruba Central ; HPE Innovation Hub
14/03/2022;Bicicleta;1028;58;GreenLake Shores ; Alletra City
15/03/2022;Metro;787;57;ProLiant Village ; Simplivity Springs
16/03/2022;Tranvía;4782;17;HPE Innovation Hub ; Ezmeral Valley
17/03/2022;Tranvía;2004;12;Apollo Heights ; Ezmeral Valley
18/03/2022;Bicicleta;1232;22;Ezmeral Valley ; HPE Innovation Hub
19/03/2022;Tranvía;2196;36;GreenLake Shores ; HPE Innovation Hub
20/03/2022;Bicicleta;2360;60;ProLiant Village ; Alletra City
21/03/2022;Autobús;1040;55;GreenLake Shores ; HPE Innovation Hub
22/03/2022;Tranvía;5055;32;HPE Innovation Hub ; Composable Cloud
